track_name,artist_name,genre,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
Killing Me Softly with His Song,The Singers Unlimited,A Capella,0.9658633228894512,0.21242852519149855,0.13953117972378853,0.0010584677419354838,0.15778792491121257,0.6698768289658593,0.006155152286957441,0.2812899073897173,0.15524193548387097
My Romance,The Singers Unlimited,A Capella,0.9769075419546288,0.16711619376416012,0.03946035883252712,0.0004647177419354839,0.08310502283105023,0.5134537488633546,0.01199193462803778,0.21222435620267677,0.0747983870967742
Emily,The Singers Unlimited,A Capella,0.9839356813597417,0.12288272737080591,0.06891063044617163,5.816532258064516e-05,0.0867579908675799,0.5701206910804332,0.010293961583359861,0.261546119116331,0.06159274193548387
Both Sides Now,The Singers Unlimited,A Capella,0.9738954822095803,0.2642140468227425,0.1174935615094967,1.25e-05,0.10705225773718924,0.644043977845747,0.03311047437121936,0.195049723979125,0.12298387096774194
Sleigh Ride,The King's Singers,A Capella,0.8975899686683537,0.7302837415039379,0.342878293246572,0.0,0.1111111111111111,0.7036455319500703,0.03629417382999045,0.3474595018552223,0.877016129032258
Holy Holy Holy,Glad,A Capella,0.526102600112382,0.25774085661883694,0.15455682850626018,0.0,0.09690512430238457,0.7429941307762256,0.005836782341080333,0.2918128890184919,0.14616935483870966
In Christ Alone,Glad,A Capella,0.6937739259200773,0.3580753047793721,0.09946278297053071,0.0,0.06037544393708777,0.7307803587666364,0.014857264140931765,0.39821416002171967,0.28225806451612906
Since You Asked,The Singers Unlimited,A Capella,0.9889557809348225,0.21890171539540407,0.06520430374649527,3.2661290322580645e-06,0.09183155758498224,0.5763412416301562,0.012840921150376734,0.2178000784321612,0.06673387096774193
Try to Remember,The Singers Unlimited,A Capella,0.9779115618696449,0.16711619376416012,0.04867609008577642,0.0001189516129032258,0.18315575849822424,0.5618748450028933,0.010930701475114084,0.2862623053022152,0.05332661290322581
Walking in the Air,The Swingle Singers,A Capella,0.9789155817846611,0.31815729852195496,0.07221627317831539,0.000747983870967742,0.0928462709284627,0.5823964619327107,0.011673564682160669,0.33180826353206166,0.08649193548387096
O Sacred Head Now Wounded,Glad,A Capella,0.7961839572517236,0.27716042723055345,0.18661154590886644,0.0,0.21359715880263824,0.7716169298173101,0.006049028971665073,0.23676960049874812,0.19153225806451613
All Hail the Power of Jesus' Name,Glad,A Capella,0.7359427623507552,0.46272521307584424,0.26274149974005634,0.0,0.22171486555048198,0.7761635116144499,0.011355194736283557,0.5504127743868716,0.561491935483871
Blessed Be Your Name,Glad,A Capella,0.5763035958631889,0.6989966555183947,0.5592476357141641,0.0,0.08158295281582952,0.8139208068116062,0.04085747638756235,0.43330752445977333,0.6582661290322581
Autumn in New York,The Singers Unlimited,A Capella,0.9879517610198063,0.18977235947782936,0.09345252345754203,3.4979838709677425e-05,0.07234906139015727,0.6091386294122509,0.008808235169266685,0.5380898752124206,0.10786290322580645
"Here, There and Everywhere",The Singers Unlimited,A Capella,0.9879517610198063,0.21890171539540407,0.0729174701214974,2.48991935483871e-05,0.07052257737189244,0.6138505414565595,0.012522551204499629,0.673053524922322,0.18850806451612903
Like Someone in Love,The Singers Unlimited,A Capella,0.94277086484408,0.17682597907001837,0.04506993437798321,0.0,0.09791983764586504,0.6208977432421262,0.007004138809296397,0.6777695100001004,0.07076612903225807
The Way We Were,The Singers Unlimited,A Capella,0.9779115618696449,0.16280073362822312,0.1365260499672942,0.25806451612903225,0.12734652460679857,0.6248863354550716,0.015918497293855454,0.26170700560086074,0.15120967741935484
What Child Is This?,The King's Singers,A Capella,0.9809236216146934,0.23508469090516784,0.08904499981468367,0.0017338709677419354,0.07833587011669203,0.44982226998429364,0.019738936644380773,0.2844925539723879,0.15725806451612903
The Little Drummer Boy,The King's Singers,A Capella,0.9959839203399354,0.25774085661883694,0.01732256962635218,4.637096774193548e-05,0.10400811770674784,0.36533851368107795,0.01666136050090204,0.430667980572957,0.03931451612903226
Rockin' Around the Christmas Tree,The Swingle Singers,A Capella,0.6957819657501095,0.5943467472219226,0.27876885844135946,5.655241935483871e-06,0.16692034500253677,0.6721707861453252,0.04181258622519368,0.6352351456525456,0.8256048387096774
Santa Claus Is Coming to Town,The King's Singers,A Capella,0.8815256500280955,0.6450534038191824,0.21566113355497835,0.0,0.36580416032470825,0.6942837067041415,0.068025045102409,0.4348460014680892,0.5060483870967742
Be Still My Soul,Glad,A Capella,0.7871477780165783,0.2857913475024275,0.0866408960094882,0.0,0.10603754439370877,0.7255517896999256,0.010187838268067493,0.38555943247292584,0.14516129032258063
I Don't Know Were I Stand,The Singers Unlimited,A Capella,0.970883422464532,0.12719818750674292,0.053884981663699934,0.0036794354838709676,0.0958904109589041,0.5554476316442093,0.012522551204499629,0.22629186819374758,0.06149193548387097
Indian Summer,The Singers Unlimited,A Capella,0.9869477411047902,0.25989858668680554,0.1285123706166426,0.00013608870967741934,0.08625063419583967,0.5903943126394974,0.007853125331635357,0.020457722048487142,0.09657258064516129
Killing Me Softly With His Song,The Singers Unlimited,A Capella,0.9688753826344997,0.1692739238321286,0.11549014167183383,0.0010786290322580645,0.23084728564180618,0.6341654955774159,0.008914358484559053,0.733969170127402,0.16028225806451613
Lullaby,The Singers Unlimited,A Capella,0.9839356813597417,0.17251051893408137,0.07241661516208167,0.00018044354838709677,0.10400811770674784,0.5702653550467058,0.010718454844529341,0.242340295025591,0.2409274193548387
The Christmas Song (Merry Christmas to You),The Swingle Singers,A Capella,0.8624492716427888,0.7033121156543317,0.3398731634900776,0.0004606854838709677,0.10096397767630644,0.5763412416301562,0.022285896211397645,0.4837756035757022,0.39213709677419356
Santa Baby,The Swingle Singers,A Capella,0.9186743868836927,0.7141007659941743,0.11949698134715961,0.0,0.06971080669710807,0.5809498222699843,0.04764936856627401,0.28311496344860176,0.30443548387096775
Jingle Bells,The King's Singers,A Capella,0.9949799004249194,0.5544287409645053,0.22567823274329282,1.189516129032258e-06,0.1263318112633181,0.49944201041580555,0.07375570412819697,0.22875544248810947,0.6885080645161291
It's Beginning to Look a Lot Like Christmas,The King's Singers,A Capella,0.9518070440792252,0.36670622505124617,0.18460812607120355,0.0,0.10603754439370877,0.6587170372819707,0.043404435954579226,0.24265201258936747,0.3860887096774194
When I Survey the Wondrous Cross,Glad,A Capella,0.9317266457789025,0.26205631675477403,0.12350382102248539,0.0,0.1050228310502283,0.6616516491692155,0.006685768863419293,0.2403543524821768,0.10987903225806452
All the Things You Are,The Singers Unlimited,A Capella,0.9809236216146934,0.19948214478368756,0.06159814803870207,0.05705645161290322,0.07732115677321157,0.5615441845085558,0.016555237185609677,0.5076320526098803,0.038306451612903226
I Wish You Love,The Singers Unlimited,A Capella,0.9738954822095803,0.21674398532743558,0.13352092021079984,0.024495967741935482,0.1750380517503805,0.6110192609737952,0.010718454844529341,0.4987983790686685,0.19254032258064516
More I Can Not Wish You,The Singers Unlimited,A Capella,0.985943721189774,0.2307692307692308,0.04917694504519214,4.9193548387096775e-05,0.1933028919330289,0.57262131106886,0.009869468322190381,0.249333829399994,0.17943548387096772
Girl Talk,The Singers Unlimited,A Capella,0.9819276415297095,0.3796526054590571,0.15756195826275454,0.1310483870967742,0.09791983764586504,0.661754980573696,0.00848986522338958,0.2382980221017808,0.14919354838709675
Winter Wonderland,The King's Singers,A Capella,0.9538150839092575,0.5112741396051356,0.16457392769457466,1.0483870967741936e-06,0.10096397767630644,0.6733487641564024,0.012204181258622517,0.4239308590332734,0.18548387096774194
White Christmas,The King's Singers,A Capella,0.8985939885833699,0.3213938936239077,0.203640614529001,0.0,0.06453576864535769,0.6582210465404645,0.018359333545579965,0.4822019326488954,0.22379032258064516
Sing it A Cappella,Glad,A Capella,0.7740955191213685,0.487539108857482,0.3258492246264374,0.0,0.10705225773718924,0.7293543853848061,0.006155152286957441,0.546058783899285,0.42137096774193544
You Put This Love in My Heart,Glad,A Capella,0.8333326941073207,0.6763404898047256,0.44004415537322217,0.0,0.18924403855910704,0.7567165412912292,0.008171495277512469,0.4494162837233155,0.6995967741935484
"All Glory, Laud and Honor",Glad,A Capella,0.9176703669686765,0.1218038623368217,0.18460812607120355,0.0,0.14967021816336884,0.6829999173348764,0.008383741908097205,0.2163923216925258,0.1905241935483871
"My Jesus, I Love Thee",Glad,A Capella,0.9508030241642091,0.18869349444384512,0.056088743485129114,0.0,0.08878741755454084,0.6306315615441845,0.007216385439881134,0.47874790093414726,0.04949596774193548
"Rejoice, The Lord is King",Glad,A Capella,0.8935738890082892,0.5630596612363794,0.185609835990035,0.0,0.14662607813292744,0.6726254443250392,0.003502069404648197,0.32205452040744503,0.6048387096774194
A Thousand Miles,Hyannis Sound,A Capella,0.7429709017558682,0.27716042723055345,0.5061570100160976,0.0,0.20649416539827498,0.8158634372158386,0.015069510771516501,0.29618699031664475,0.5483870967741936
Yesterday,The Singers Unlimited,A Capella,0.9939758805099032,0.10669975186104219,0.024534881041938593,0.015524193548387097,0.09183155758498224,0.5083698437629165,0.017510347023241,0.743707830144094,0.1532258064516129
Sweet Lorraine,The Singers Unlimited,A Capella,0.9688753826344997,0.3408134642356242,0.15956537810041743,0.0013104838709677418,0.37189244038559105,0.6687815160783666,0.008702111853974317,0.3640710313829199,0.1875
Love Is Here to Stay,The Singers Unlimited,A Capella,0.970883422464532,0.22753263566727808,0.12350382102248539,0.010181451612903226,0.1628614916286149,0.5988674878068942,0.01124907142099119,0.3837595149272492,0.12298387096774194
Just As I Am,Glad,A Capella,0.9126502673935959,0.27716042723055345,0.08113149145591525,0.0,0.16793505834601724,0.6819872695709681,0.011036824790406446,0.5206135808303753,0.3215725806451613
Crown Him With Many Crowns,Glad,A Capella,0.8182723953820786,0.40015104110475785,0.16657734753223755,0.0,0.22881785895484524,0.7101140778705464,0.010293961583359861,0.30164204768273184,0.6310483870967742
Sing a New Song,Glad,A Capella,0.8845377097731439,0.20703420002157732,0.3298560643017632,0.0,0.11618467782851344,0.7358229313052823,0.006155152286957441,0.686226105843196,0.3165322580645161
April in Paris,The Singers Unlimited,A Capella,0.9779115618696449,0.18977235947782936,0.09265115552247688,0.0002842741935483871,0.10096397767630644,0.6083533107381995,0.011567441366868294,0.4516234451829581,0.038709677419354833
Lost in the Stars,The Singers Unlimited,A Capella,0.9759035220396126,0.2825547524004748,0.062199173990000925,3.417338709677419e-05,0.09690512430238457,0.5886583450442258,0.011461318051575933,0.4266055968385806,0.052016129032258066
Since You've Asked,The Singers Unlimited,A Capella,0.9959839203399354,0.23940015104110482,0.09064773568481399,0.0005917338709677419,0.09487569761542364,0.6219103910060346,0.012098057943330142,0.22779515128357247,0.08034274193548387
Part Time Lover,Hyannis Sound,A Capella,0.49296994291684937,0.530693710216852,0.7215246425648583,0.0,0.10096397767630644,0.8721790526576838,0.07863737663164597,0.7093937596154813,0.7278225806451613
God so Loved the World,Glad,A Capella,0.8373487737673853,0.16280073362822312,0.1565602483439231,0.0,0.06382546930492135,0.696474332479127,0.016767483816194414,0.20641233194903919,0.2338709677419355
I Don't Know Where I Stand,The Singers Unlimited,A Capella,0.9799196016996772,0.13151364764267992,0.06680703961662558,0.0036391129032258066,0.09081684424150177,0.5812598164834256,0.011142948105698821,0.226377339138654,0.06703629032258066
Jeanie With the Light Brown Hair,The Singers Unlimited,A Capella,0.9929718605948871,0.25774085661883694,0.042064804621488885,0.0047782258064516135,0.21867072552004058,0.5492064148135902,0.015069510771516501,0.3834779635793221,0.13205645161290322
Long Train Runnin',Hyannis Sound,A Capella,0.6014040937385924,0.6579997842269933,0.7696067186687676,0.0,0.19837645865043124,0.8708770769612301,0.06770667515653188,0.4179076712686905,0.8921370967741935
Alleluia,Glad,A Capella,0.9036140881584506,0.09914769662315245,0.16457392769457466,0.0001340725806451613,0.10096397767630644,0.6699388278085476,0.01814708691499522,0.20601011573771477,0.21471774193548387
Anything Goes,The Singers Unlimited,A Capella,0.9267065462038219,0.4346747221922538,0.15355511858742873,1.340725806451613e-06,0.25012683916793504,0.6662395635281475,0.01825321023028759,0.5215034841979307,0.5574596774193549
"One More Time, Chuck Corea",The Singers Unlimited,A Capella,0.9086341877335313,0.28147588736649054,0.19162009550302367,0.33870967741935487,0.0928462709284627,0.6782673390096718,0.010293961583359861,0.327127472372774,0.15826612903225806
Someone to Light Up My Life,The Singers Unlimited,A Capella,0.9518070440792252,0.22105944546337256,0.12550724086014828,2.278225806451613e-06,0.18518518518518517,0.6618169794163842,0.012522551204499629,0.2768051966334503,0.07328629032258065
The Entertainer,The Singers Unlimited,A Capella,0.9839356813597417,0.31599956845398647,0.054285665631232514,7.752016129032257e-05,0.1141552511415525,0.647970571216004,0.012416427889207254,0.4959024223471327,0.09344758064516129
Sometimes I Feel Like a Motherless Child,The Singers Unlimited,A Capella,0.9789155817846611,0.2253749055993096,0.04537044735363265,0.02116935483870968,0.11314053779807204,0.574460610068612,0.011355194736283557,0.5121268187714305,0.05877016129032258
Faithfully,Hyannis Sound,A Capella,0.5642553568829953,0.45517315783795453,0.3799415602433354,0.0,0.08655504819888381,0.8272918905513764,0.0037143160352329403,0.4831018914217337,0.25201612903225806
Use Somebody,Hyannis Sound,A Capella,0.4357408077609294,0.4907757039594348,0.5241877885550635,0.0,0.23084728564180618,0.8276225510457138,0.006049028971665073,0.5242636929481443,0.5635080645161291
Somewhere Only We Know,Hyannis Sound,A Capella,0.6164643924638346,0.4476211026000648,0.43603731569789633,0.0,0.06595636732623034,0.8146854592047615,0.005836782341080333,0.6945218152017618,0.22782258064516128
Something's Missing (A Capella) [Bonus Track],The UNCG Spartones,A Capella,0.8724894707929503,0.2426367461430575,0.44705612480504225,0.0,0.12430238457635717,0.8437835827064561,0.013159291096253845,0.48612354070930824,0.46975806451612906
Falling Slowly,Hyannis Sound,A Capella,0.9327306656939187,0.1584852734922861,0.23369191209394438,0.0,0.08300355149670217,0.7853600066132099,0.007322508755173509,0.5610564208790436,0.0658266129032258
Absolutely (Story of a Girl),Hyannis Sound,A Capella,0.577307615778205,0.6018988024598124,0.5692647349024785,0.0,0.06981227803145611,0.8464082003802595,0.03777990024408362,0.33742923508532013,0.7227822580645161
Carolina in My Mind,Hyannis Sound,A Capella,0.8975899686683537,0.4443845074981121,0.26173978982122487,0.0,0.10096397767630644,0.77663883607506,0.013265414411546213,0.2093485102917073,0.4193548387096774
Would You Go With Me,Hyannis Sound,A Capella,0.835340733937353,0.6062142625957494,0.5842903836849502,3.4173387096774197e-06,0.09791983764586504,0.7965817971397868,0.014538894195054653,0.44868726684029,0.6401209677419355
"Ok, It's Alright With Me",Hyannis Sound,A Capella,0.4859418035117364,0.6741827597367571,0.5211826587985693,0.0,0.0928462709284627,0.8348557493593454,0.011461318051575933,0.594073344126135,0.5221774193548387
I Still Haven't Found What I'm Looking for,Hyannis Sound,A Capella,0.8975899686683537,0.26960837199266374,0.4190082470777618,0.0,0.03886352105530187,0.8410143010663801,0.010187838268067493,0.4008788424217438,0.2338709677419355
Easy,Hyannis Sound,A Capella,0.4287126683558164,0.5285359801488835,0.4650869033440083,0.0,0.11009639776763064,0.818240059518889,0.013796030988008069,0.47753622459753237,0.33467741935483875
Walking Away,Hyannis Sound,A Capella,0.7931718975066752,0.2145862552594671,0.5492305365258497,0.0,0.1324200913242009,0.801686368521121,0.026849198768969542,0.6976792124606583,0.42137096774193544
Why Georgia,Hyannis Sound,A Capella,0.584335755183318,0.5975833423238753,0.39296378918814423,0.0,0.0669710806697108,0.775956848805489,0.006049028971665073,0.317841305593822,0.19254032258064516
Beyond the Sea,The King's Singers,A Capella,0.9216864466287411,0.6234761031394974,0.08784294791208594,0.0,0.09690512430238457,0.5701826899231215,0.019314443383211286,0.4324276764975013,0.5776209677419354
I've Got You Under My Skin,The King's Singers,A Capella,0.9618472432293866,0.34728665443952966,0.066406355649093,0.0,0.09791983764586504,0.5358973299165083,0.00997559163748275,0.3110790455409306,0.18044354838709675
At Last,The King's Singers,A Capella,0.9578311635693221,0.3656273600172619,0.08493798914747475,0.001592741935483871,0.08777270421106037,0.574005951888898,0.009338851745728533,0.31330631781113943,0.1471774193548387
Night and Day,The King's Singers,A Capella,0.9608432233143706,0.31815729852195496,0.09926244098676441,0.0,0.059462201927955344,0.5999834669752832,0.017722593653825742,0.4444137195949683,0.10887096774193548
Cry Me a River,The King's Singers,A Capella,0.9598392033993544,0.21674398532743558,0.051881561826037044,0.0002066532258064516,0.09994926433282597,0.5274241547491114,0.013265414411546213,0.3702349948214663,0.078125
My Funny Valentine,The King's Singers,A Capella,0.971887442379548,0.18114143920595535,0.04927711603707529,2.51008064516129e-05,0.11516996448503297,0.5209142762668431,0.014538894195054653,0.23348148297117116,0.08951612903225807
Heart of the Matter,Hyannis Sound,A Capella,0.4919659230018332,0.6018988024598124,0.5061570100160976,0.0,0.1293759512937595,0.8130528230139704,0.013583784357423318,0.2877253667709077,0.18951612903225806
Clarity,Hyannis Sound,A Capella,0.8032120966568366,0.6418168087172296,0.4580749339121882,2.006048387096774e-06,0.18924403855910704,0.7883979499049352,0.04563302557571898,0.29781596597250853,0.4758064516129032
Last Goodbye,Hyannis Sound,A Capella,0.5712834962881082,0.24803107131297877,0.5933057729544332,0.0,0.07245053272450533,0.8244812763495082,0.029396158335986414,0.7065480799203612,0.35181451612903225
Cecilia,Tonic Sol-Fa,A Capella,0.22389260569252384,0.7540187722515914,0.8186905046915084,0.0,0.08878741755454084,0.8627758948499629,0.07651491032579857,0.4741928023408984,0.971774193548387
Boston to Beijing,Tonic Sol-Fa,A Capella,0.1546152315564102,0.7594130974215128,0.6524066581654886,0.0,0.02272957889396246,0.8159874349012152,0.0718454844529343,0.36565978541765126,0.9737903225806451
29 Ways to My Back Door,Tonic Sol-Fa,A Capella,0.6576292089794963,0.5846369619160644,0.7866357872889023,0.0,0.2267884322678843,0.8320658014383732,0.048604478403905346,0.2796709871391367,0.8911290322580645
Straighten up and Fly Right,The King's Singers,A Capella,0.9588351834843383,0.6590786492609776,0.13752775988612564,0.0,0.18315575849822424,0.5868397123253699,0.06091478297782023,0.4820209353537995,0.32963709677419356
The Lady Is a Tramp,The King's Singers,A Capella,0.9046181080734668,0.5134318696731041,0.11448843175300238,0.0,0.0793505834601725,0.5844837563032157,0.05104531465562985,0.192812396303633,0.28125
Cheek to Cheek,The King's Singers,A Capella,0.9548191038242737,0.4497788326680333,0.05618891447701226,1.9556451612903224e-06,0.05104008117706747,0.5337480367033149,0.0185715801761647,0.456822089714326,0.1683467741935484
When I Fall in Love,The King's Singers,A Capella,0.9688753826344997,0.10777861689502644,0.06320088390883237,0.000528225806451613,0.07711821410451547,0.5537116640489378,0.018889950122041813,0.6961558185602672,0.07590725806451613
Sanctuary,Joji,Alternative,0.4236925687807357,0.5328514402848206,0.6504032383278257,0.0002772177419354839,0.36276002029426685,0.8234892948664958,0.11174785100286533,0.6736920431577995,0.3185483870967742
SLOW DANCING IN THE DARK,Joji,Alternative,0.5461829984127048,0.4929334340274033,0.4791108422076485,0.006028225806451613,0.17909690512430237,0.8181367281144085,0.0036081927199405686,0.2773884101398707,0.28629032258064513
In the End,Linkin Park,Alternative,0.010337569768590881,0.522062789944978,0.853750351850609,0.0,0.09487569761542364,0.8398569893361991,0.02875941844423219,0.3592997415760843,0.37298387096774194
All Star,Smash Mouth,Alternative,0.0320243999329395,0.725968281368001,0.8617640312012607,0.0,0.06940639269406393,0.8507274530875424,0.010187838268067493,0.35315588894810407,0.7862903225806451
Under the Bridge,Red Hot Chili Peppers,Alternative,0.057827711748854295,0.5404034955227103,0.3448817130842348,0.0001058467741935484,0.12836123795027904,0.6933537240638175,0.02462060914782978,0.25535198946193527,0.4616935483870968
Numb,Linkin Park,Alternative,0.004614656252998882,0.47243499838170255,0.8637674510389235,0.0,0.6336884830035514,0.8864387864759858,0.01634299055502494,0.383241661555169,0.24495967741935484
Californication,Red Hot Chili Peppers,Alternative,0.002104606465458532,0.5760060416441903,0.7676032988311048,0.0016633064516129031,0.1141552511415525,0.9146482598991486,0.004563302557571897,0.31519170630172255,0.33064516129032256
Creep,Radiohead,Alternative,0.010237167777089268,0.4929334340274033,0.43002705618490766,0.00014213709677419356,0.11618467782851344,0.7669463503347937,0.015069510771516501,0.2918531106396243,0.10483870967741934
Losing My Religion,R.E.M.,Alternative,0.16365141079155546,0.6612363793289461,0.8497435121752832,0.0,0.08036529680365297,0.868314458130115,0.006049028971665073,0.4616486842502187,0.8356854838709677
Feel Good Inc.,Gorillaz,Alternative,0.008389771133459569,0.8198295393246305,0.7054972838635551,0.0023487903225806453,0.6073059360730593,0.8342357609324627,0.1637482754961265,0.5267373226477894,0.7782258064516129
Chop Suey!,System Of A Down,Alternative,0.0002752821802991252,0.3893623907649153,0.9348888552759562,0.0015120967741935483,0.11922881785895484,0.8915020252955279,0.10325798577947576,0.4700700861748233,0.2883064516129032
Can't Stop,Red Hot Chili Peppers,Alternative,0.017968121122713544,0.6040565325277809,0.9388956949512819,0.0,0.15474378488077117,0.9011325121931058,0.02430223920195267,0.28991241741998414,0.8820564516129032
YEAH RIGHT,Joji,Alternative,0.6214844920389152,0.6623152443629303,0.588297223360276,0.24294354838709675,0.08594622019279553,0.7744275440191783,0.11705401676748384,0.6799515329465353,0.20564516129032256
Tongue Tied,Grouplove,Alternative,0.008500213324111345,0.5414823605566945,0.936892275113619,0.0,0.14865550481988837,0.8516781020087625,0.022498142841982382,0.39803316272662365,0.37399193548387094
Last Resort,Papa Roach,Alternative,0.00047909822304740163,0.5727694465422376,0.8908136188473725,0.0008266129032258064,0.18924403855910704,0.8954079523848888,0.039902366549931026,0.2856036762561715,0.6975806451612903
Snow (Hey Oh),Red Hot Chili Peppers,Alternative,0.1275066938509744,0.4033876362067106,0.8958221684415297,1.1693548387096775e-05,0.12836123795027904,0.8961726047780442,0.029396158335986414,0.35528763486812337,0.6300403225806451
Pa Olvidarte (feat. Manuel Turizo) - Remix,ChocQuibTown,Alternative,0.04427344289613641,0.7184162261301112,0.7916443368830595,6.602822580645161e-06,0.22780314561136478,0.8604406051087047,0.15525841027273693,0.715034841979306,0.8629032258064516
Girls Need Love (with Drake) - Remix,Summer Walker,Alternative,0.44477698699607465,0.6450534038191824,0.43203047602257055,0.0,0.11922881785895484,0.7763288418616185,0.2061976016130744,0.3179016380255207,0.0904233870967742
